Date,Total_Single_Patients,Double_Room_Patients,Closed_Rooms,Wasted_Beds,Wasted_Potential,Available_Beds,Efficiency
2024-02-01,7.0,6.0,2.0,7,0,24.0,70.83333333333334
2024-02-02,8.0,8.0,2.0,8,0,24.0,66.66666666666666
2024-02-03,12.0,1.0,0.0,12,0,26.0,53.84615384615385
2024-02-04,12.0,1.0,0.0,12,0,26.0,53.84615384615385
2024-02-05,11.0,2.0,2.0,11,0,24.0,54.166666666666664
2024-02-06,6.0,5.0,2.0,6,0,24.0,75.0
2024-02-07,6.0,4.0,2.0,6,0,24.0,75.0
2024-02-08,6.0,5.0,2.0,6,0,24.0,75.0
2024-02-09,6.0,9.0,2.0,6,0,24.0,75.0
2024-02-10,5.0,9.0,2.0,5,0,24.0,79.16666666666666
2024-02-11,6.0,10.0,2.0,6,0,24.0,75.0
2024-02-12,6.0,10.0,2.0,6,0,24.0,75.0
2024-02-13,8.0,7.0,2.0,8,0,24.0,66.66666666666666
2024-02-14,8.0,5.0,0.0,8,0,26.0,69.23076923076923
2024-02-15,7.0,5.0,0.0,7,0,26.0,73.07692307692307
2024-02-16,7.0,8.0,0.0,7,0,26.0,73.07692307692307
2024-02-17,9.0,6.0,0.0,9,0,26.0,65.38461538461539
2024-02-18,9.0,7.0,0.0,9,0,26.0,65.38461538461539
2024-02-19,9.0,7.0,0.0,9,0,26.0,65.38461538461539
2024-02-20,9.0,7.0,0.0,9,0,26.0,65.38461538461539
2024-02-21,9.0,6.0,0.0,9,0,26.0,65.38461538461539
2024-02-22,7.0,10.0,0.0,7,0,26.0,73.07692307692307
2024-02-23,8.0,10.0,0.0,8,0,26.0,69.23076923076923
2024-02-24,8.0,9.0,0.0,8,0,26.0,69.23076923076923
2024-02-25,8.0,10.0,0.0,8,0,26.0,69.23076923076923
2024-02-26,8.0,10.0,0.0,8,0,26.0,69.23076923076923
2024-02-27,8.0,9.0,0.0,8,0,26.0,69.23076923076923
2024-02-28,6.0,7.0,0.0,6,0,26.0,76.92307692307693
2024-02-29,6.0,5.0,0.0,6,0,26.0,76.92307692307693
2024-03-01,6.0,8.0,0.0,6,0,26.0,76.92307692307693
2024-03-02,6.0,7.0,0.0,6,0,26.0,76.92307692307693
2024-03-03,7.0,11.0,0.0,7,0,26.0,73.07692307692307
2024-03-04,7.0,11.0,0.0,7,0,26.0,73.07692307692307
2024-03-05,5.0,11.0,0.0,5,0,26.0,80.76923076923077
2024-03-06,7.0,9.0,0.0,7,0,26.0,73.07692307692307
2024-03-07,7.0,7.0,0.0,7,0,26.0,73.07692307692307
2024-03-08,4.0,5.0,0.0,4,0,26.0,84.61538461538461
2024-03-09,5.0,5.0,0.0,5,0,26.0,80.76923076923077
2024-03-10,5.0,6.0,0.0,5,0,26.0,80.76923076923077
2024-03-11,5.0,7.0,0.0,5,0,26.0,80.76923076923077
2024-03-12,6.0,9.0,0.0,6,0,26.0,76.92307692307693
2024-03-13,4.0,11.0,0.0,4,0,26.0,84.61538461538461
2024-03-14,3.0,7.0,0.0,3,0,26.0,88.46153846153845
2024-03-15,3.0,8.0,0.0,3,0,26.0,88.46153846153845
2024-03-16,4.0,8.0,0.0,4,0,26.0,84.61538461538461
2024-03-17,5.0,7.0,0.0,5,0,26.0,80.76923076923077
2024-03-18,5.0,11.0,0.0,5,0,26.0,80.76923076923077
2024-03-19,8.0,9.0,0.0,8,0,26.0,69.23076923076923
2024-03-20,7.0,9.0,0.0,7,0,26.0,73.07692307692307
2024-03-21,6.0,11.0,0.0,6,0,26.0,76.92307692307693
2024-03-22,5.0,11.0,0.0,5,0,26.0,80.76923076923077
2024-03-23,6.0,12.0,0.0,6,0,26.0,76.92307692307693
2024-03-24,6.0,12.0,0.0,6,0,26.0,76.92307692307693
2024-03-25,6.0,12.0,0.0,6,0,26.0,76.92307692307693
2024-03-26,7.0,8.0,0.0,7,0,26.0,73.07692307692307
2024-03-27,6.0,8.0,0.0,6,0,26.0,76.92307692307693
2024-03-28,6.0,8.0,0.0,6,0,26.0,76.92307692307693
2024-03-29,5.0,6.0,0.0,5,0,26.0,80.76923076923077
2024-03-30,5.0,6.0,0.0,5,0,26.0,80.76923076923077
2024-03-31,5.0,6.0,0.0,5,0,26.0,80.76923076923077
2024-04-01,5.0,6.0,0.0,5,0,26.0,80.76923076923077
2024-04-02,4.0,8.0,0.0,4,0,26.0,84.61538461538461
2024-04-03,6.0,9.0,0.0,6,0,26.0,76.92307692307693
2024-04-04,10.0,6.0,0.0,10,0,26.0,61.53846153846154
2024-04-05,7.0,7.0,0.0,7,0,26.0,73.07692307692307
2024-04-06,9.0,5.0,0.0,9,0,26.0,65.38461538461539
2024-04-07,9.0,5.0,0.0,9,0,26.0,65.38461538461539
2024-04-08,9.0,5.0,0.0,9,0,26.0,65.38461538461539
2024-04-09,8.0,4.0,0.0,8,0,26.0,69.23076923076923
2024-04-10,8.0,6.0,0.0,8,0,26.0,69.23076923076923
2024-04-11,6.0,6.0,0.0,6,0,26.0,76.92307692307693
2024-04-12,3.0,5.0,0.0,3,0,26.0,88.46153846153845
2024-04-13,2.0,8.0,0.0,2,0,26.0,92.3076923076923
2024-04-14,4.0,8.0,0.0,4,0,26.0,84.61538461538461
2024-04-15,4.0,8.0,0.0,4,0,26.0,84.61538461538461
2024-04-16,5.0,7.0,0.0,5,0,26.0,80.76923076923077
2024-04-17,6.0,8.0,0.0,6,0,26.0,76.92307692307693
